category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	p_adjust_over_represented	p_adjust_under_represented
GO:0050789	0.999553946903113	0.000573575548616634	349	4125	regulation of biological process	BP	1	0.0473957057613365
GO:0002181	0.999560173287862	0.00112294882251221	12	134	cytoplasmic translation	BP	1	0.0772966724959019
GO:0140352	0.999563212415909	0.00108420487656993	12	241	export from cell	BP	1	0.0768776818892837
GO:0006402	0.999566176430046	0.00203830130498195	3	104	mRNA catabolic process	BP	1	0.12195790671905
GO:0046903	0.999576253888766	0.00105270511219299	12	248	secretion	BP	1	0.07563376611956
GO:0008186	0.999581293972785	0.00394668585113405	1	52	ATP-dependent activity, acting on RNA	MF	1	0.206003508486117
GO:0033044	0.999585052943247	0.00250090967315998	2	71	regulation of chromosome organization	BP	1	0.140775067417165
GO:0005198	0.999605182165547	0.000752386637248484	27	670	structural molecule activity	MF	1	0.0592880670151805
GO:0006338	0.999614658720948	0.000932108764768584	13	288	chromatin remodeling	BP	1	0.0696134321139865
GO:0007308	0.999617365076156	0.00120610385800043	7	131	oocyte construction	BP	1	0.0800616984870501
GO:0030135	0.999658626793909	0.00210152366889572	2	70	coated vesicle	CC	1	0.123403894672559
GO:0051168	0.999673077360004	0.00159073385635128	3	88	nuclear export	BP	1	0.0986254990937794
GO:0048477	0.999711542533265	0.000479426148775365	53	603	oogenesis	BP	1	0.0409882839338142
GO:0000381	0.999728008205429	0.00134768977164418	3	86	regulation of alternative mRNA splicing, via spliceosome	BP	1	0.0875568237811807
GO:0032940	0.999739576751739	0.000688453434393924	11	232	secretion by cell	BP	1	0.0553208568926802
GO:0050684	0.999743165821273	0.00109096256502797	4	103	regulation of mRNA processing	BP	1	0.0768776818892837
GO:0016573	0.999759118100685	0.00151827183778808	2	85	histone acetylation	BP	1	0.0946131236058349
GO:0005774	0.999768940843814	0.00229060764711354	1	73	vacuolar membrane	CC	1	0.130735896270303
GO:0042176	0.999775258086184	0.00113280697369956	3	86	regulation of protein catabolic process	BP	1	0.0772966724959019
GO:0005575	0.999777693165561	0.000343744318851925	800	11705	cellular_component	CC	1	0.0308712728710103
GO:0016570	0.999778848453357	0.000672059417402462	8	200	histone modification	BP	1	0.0543611504910839
GO:0006475	0.999779484133928	0.0014002055246959	2	87	internal protein amino acid acetylation	BP	1	0.0877031296340291
GO:0018393	0.999779484133928	0.0014002055246959	2	87	internal peptidyl-lysine acetylation	BP	1	0.0877031296340291
GO:0018394	0.999779484133928	0.0014002055246959	2	87	peptidyl-lysine acetylation	BP	1	0.0877031296340291
GO:0000380	0.999781410946009	0.0011029383377712	3	88	alternative mRNA splicing, via spliceosome	BP	1	0.0769787934716427
GO:0140098	0.999784400137354	0.000574305260576208	11	256	catalytic activity, acting on RNA	MF	1	0.0473957057613365
GO:0048232	0.999798098648211	0.000479885754260311	15	334	male gamete generation	BP	1	0.0409882839338142
GO:0032504	0.999811256065945	0.000288015567002304	86	1148	multicellular organism reproduction	BP	1	0.0264497904914747
GO:0021700	0.99981341504632	0.000462803222695419	14	219	developmental maturation	BP	1	0.0403762754428703
GO:0071695	0.999818663417174	0.000478397514555833	12	190	anatomical structure maturation	BP	1	0.0409882839338142
GO:0000123	0.999820962640432	0.00182532606288305	1	74	histone acetyltransferase complex	CC	1	0.110921145988168
GO:0006403	0.999823396344972	0.00052273863506288	9	170	RNA localization	BP	1	0.0437310252647809
GO:0045664	0.999823968842362	0.00114785801423208	2	80	regulation of neuron differentiation	BP	1	0.0778885432546146
GO:0016192	0.999832648022161	0.000301223586376463	40	548	vesicle-mediated transport	BP	1	0.0274563051044935
GO:0034654	0.99983699971305	0.000244645889045693	96	1431	nucleobase-containing compound biosynthetic process	BP	1	0.023163603789179
GO:0009893	0.999837813089877	0.000257588728725284	71	918	positive regulation of metabolic process	BP	1	0.0240167078828292
GO:0010256	0.999840008346731	0.000437545877639242	11	202	endomembrane system organization	BP	1	0.0387259807933747
GO:0043603	0.999843396731771	0.000257579860359689	58	1094	cellular amide metabolic process	BP	1	0.0240167078828292
GO:0043484	0.999855867907849	0.000640388309280954	4	106	regulation of RNA splicing	BP	1	0.0524946497285743
GO:0007292	0.999857567206237	0.000239087270822557	56	656	female gamete generation	BP	1	0.0228141556705212
GO:0016887	0.999858761864559	0.000509758566628021	6	136	ATP hydrolysis activity	MF	1	0.0432374384221851
GO:0099003	0.999869904781839	0.000860131692646991	2	105	vesicle-mediated transport in synapse	BP	1	0.0652524751179525
GO:0099504	0.999869904781839	0.000860131692646991	2	105	synaptic vesicle cycle	BP	1	0.0652524751179525
GO:0043933	0.999872968155639	0.000224589788650161	44	703	protein-containing complex organization	BP	1	0.0217709498299449
GO:0006473	0.999880498099958	0.000800722422586118	2	94	protein acetylation	BP	1	0.0615095828268355
GO:0030684	0.999884510222496	0.00124009395368683	1	69	preribosome	CC	1	0.0812116234783689
GO:0019953	0.999891852781038	0.000167644727773295	85	1196	sexual reproduction	BP	1	0.0167837106969101
GO:0005667	0.999898039498671	0.000324600198521021	8	211	transcription regulator complex	CC	1	0.02936790240545
GO:0031323	0.999899917018787	0.000143031571373188	146	1884	regulation of cellular metabolic process	BP	1	0.0148205918780537
GO:0006399	0.999901837452839	0.000515678606273384	3	154	tRNA metabolic process	BP	1	0.0434379206691249
GO:0010604	0.999903626087011	0.000159597465072511	62	827	positive regulation of macromolecule metabolic process	BP	1	0.0161101110611211
GO:0019219	0.999911028975097	0.000136116261739822	94	1350	regulation of nucleobase-containing compound metabolic process	BP	1	0.0144567306164364
GO:0016050	0.999913898762451	0.000394527995425207	4	124	vesicle organization	BP	1	0.0351734666870327
GO:0006511	0.999917676266781	0.000185911673258754	20	346	ubiquitin-dependent protein catabolic process	BP	1	0.0181658014174594
GO:0007281	0.999920872063313	0.000132574598150109	61	736	germ cell development	BP	1	0.0142040889632056
GO:0072594	0.999922270832169	0.000268012379366708	7	188	establishment of protein localization to organelle	BP	1	0.024799266678674
GO:0012505	0.999923036890156	0.00011810700898247	95	1259	endomembrane system	CC	1	0.0129960270965035
GO:0006518	0.999930409923453	0.000120581725059394	51	1008	peptide metabolic process	BP	1	0.013149867766745
GO:0031248	0.999933009788897	0.00075232388218758	1	85	protein acetyltransferase complex	CC	1	0.0592880670151805
GO:1902493	0.999933009788897	0.00075232388218758	1	85	acetyltransferase complex	CC	1	0.0592880670151805
GO:1903311	0.99993390920718	0.000231705857395096	7	163	regulation of mRNA metabolic process	BP	1	0.0222839003324701
GO:0000785	0.999935849022844	0.000148166189616708	19	401	chromatin	CC	1	0.015207578487214
GO:0019941	0.999937320971432	0.000143182400655832	20	350	modification-dependent protein catabolic process	BP	1	0.0148205918780537
GO:0070647	0.99993798703039	0.000153001430578992	16	319	protein modification by small protein conjugation or removal	BP	1	0.0155729956090984
GO:0022412	0.999947240479637	8.60916335484349e-05	73	871	cellular process involved in reproduction in multicellular organism	BP	1	0.00982731973981854
GO:0006351	0.999954119288282	7.38915007029934e-05	77	1237	DNA-templated transcription	BP	1	0.00851425273194681
GO:0097659	0.999954119288282	7.38915007029934e-05	77	1237	nucleic acid-templated transcription	BP	1	0.00851425273194681
GO:0051603	0.999956298077023	9.81580019757209e-05	22	375	proteolysis involved in protein catabolic process	BP	1	0.010899107601195
GO:0006913	0.999958136381718	0.000179261287686417	5	134	nucleocytoplasmic transport	BP	1	0.0176572368371121
GO:0051169	0.999958136381718	0.000179261287686417	5	134	nuclear transport	BP	1	0.0176572368371121
GO:0032774	0.999958231917998	6.74248350460355e-05	77	1240	RNA biosynthetic process	BP	1	0.00791852822357959
GO:0031123	0.999961292623171	0.000458213892096771	1	87	RNA 3'-end processing	BP	1	0.0402634854537408
GO:0043632	0.9999619536158	8.87045686853635e-05	20	358	modification-dependent macromolecule catabolic process	BP	1	0.0100318296474355
GO:0048469	0.999970219941565	9.30892510984483e-05	10	187	cell maturation	BP	1	0.0104311203019858
GO:0048193	0.999970799716452	0.000127390595775122	5	147	Golgi vesicle transport	BP	1	0.0137694578477641
GO:1990234	0.999971442403629	6.06982626260923e-05	27	523	transferase complex	CC	1	0.00726831940897148
GO:0031090	0.999971652942117	4.993642364625e-05	54	875	organelle membrane	CC	1	0.00609923478415297
GO:0030163	0.999973187159774	6.04731066873732e-05	23	393	protein catabolic process	BP	1	0.00726831940897148
GO:1901363	0.999978447981974	3.01536433518991e-05	221	3192	heterocyclic compound binding	MF	1	0.00396017849354942
GO:0009057	0.999981590852763	3.62998153445459e-05	37	588	macromolecule catabolic process	BP	1	0.00460309077143337
GO:0007276	0.999981617775488	3.05850715771555e-05	75	965	gamete generation	BP	1	0.00397410706641891
GO:0043543	0.999981657627569	0.000142253030429519	2	119	protein acylation	BP	1	0.0148205918780537
GO:0022626	0.999982659153716	6.5252639988877e-05	7	194	cytosolic ribosome	CC	1	0.00773782276528295
GO:0098588	0.999982661401089	4.32260172066612e-05	18	366	bounding membrane of organelle	CC	1	0.00533295529456727
GO:0097159	0.999983127345581	2.36929853362004e-05	222	3215	organic cyclic compound binding	MF	1	0.00332627727467071
GO:0048609	0.999984282285806	2.62384488291148e-05	75	987	multicellular organismal reproductive process	BP	1	0.0035608490444312
GO:0006325	0.999984518023439	4.03589797912014e-05	16	389	chromatin organization	BP	1	0.00503004672622178
GO:0010629	0.999987572933602	3.00542041800924e-05	20	465	negative regulation of gene expression	BP	1	0.00396017849354942
GO:0071705	0.999987588189189	2.45368452292803e-05	38	652	nitrogen compound transport	BP	1	0.00336733738910594
GO:0009058	0.999988456721013	1.65251524509994e-05	197	2917	biosynthetic process	BP	1	0.00240283585757746
GO:1901576	0.999989162339031	1.55500357706062e-05	195	2892	organic substance biosynthetic process	BP	1	0.00231451737994096
GO:0034645	0.99998928572438	1.94775551827824e-05	52	1060	cellular macromolecule biosynthetic process	BP	1	0.0027662658023547
GO:0006996	0.99998965043369	1.572825794458e-05	131	1717	organelle organization	BP	1	0.00231451737994096
GO:0005730	0.999990200350469	3.35557030803985e-05	9	237	nucleolus	CC	1	0.00431420376235776
GO:0071840	0.999990869725142	1.27807755404185e-05	259	3135	cellular component organization or biogenesis	BP	1	0.0019740728412667
GO:0005700	0.99999130627989	2.86261926460474e-05	10	230	polytene chromosome	CC	1	0.00384220128548158
GO:0008104	0.999991713034855	1.54372975944308e-05	50	732	protein localization	BP	1	0.00231451737994096
GO:0051171	0.999992861848271	1.08906638354281e-05	133	1832	regulation of nitrogen compound metabolic process	BP	1	0.00170536625751177
GO:0044391	0.999993116255326	2.43679600143068e-05	9	175	ribosomal subunit	CC	1	0.00336733738910594
GO:0051252	0.999993572409176	1.07149924956291e-05	82	1279	regulation of RNA metabolic process	BP	1	0.00169964829015083
GO:0080090	0.999993836363663	9.40770480384831e-06	135	1858	regulation of primary metabolic process	BP	1	0.00153207608632271
GO:0071013	0.999994399350522	3.65563946969901e-05	3	126	catalytic step 2 spliceosome	CC	1	0.00460309077143337
GO:0033036	0.999994733931946	9.09798925527983e-06	72	976	macromolecule localization	BP	1	0.00150852271181367
GO:0044265	0.999995940935155	9.13956776438607e-06	28	500	cellular macromolecule catabolic process	BP	1	0.00150852271181367
GO:0071011	0.99999676599316	1.8286094172164e-05	4	143	precatalytic spliceosome	CC	1	0.00262760416728013
GO:0005694	0.999997142081618	5.73281777938653e-06	42	699	chromosome	CC	1	0.000972508838297599
GO:0006364	0.999998127677133	1.29299023498719e-05	3	160	rRNA processing	BP	1	0.0019740728412667
GO:0016072	0.999998148409887	1.06875692416824e-05	4	178	rRNA metabolic process	BP	1	0.00169964829015083
GO:0044249	0.999998299950796	2.52547963258546e-06	188	2859	cellular biosynthetic process	BP	1	0.000447046496121721
GO:0005840	0.999998638078428	5.08193315163832e-06	9	282	ribosome	CC	1	0.000874235655128316
GO:0051641	0.999998920274949	1.84750186118821e-06	88	1184	cellular localization	BP	1	0.000363957866654078
GO:0070727	0.999998996851337	1.95157956053105e-06	52	779	cellular macromolecule localization	BP	1	0.000378358615116289
GO:0009987	0.999998999279927	1.50555694343094e-06	681	8641	cellular process	BP	1	0.000301456926345336
GO:0003735	0.999999071563288	3.73963690252442e-06	8	269	structural constituent of ribosome	MF	1	0.00065251321610619
GO:0000375	0.999999326116146	2.46524729193712e-06	10	285	RNA splicing, via transesterification reactions	BP	1	0.000442801917995881
GO:0000377	0.999999326116146	2.46524729193712e-06	10	285	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	BP	1	0.000442801917995881
GO:0000398	0.999999326116146	2.46524729193712e-06	10	285	mRNA splicing, via spliceosome	BP	1	0.000442801917995881
GO:0022613	0.999999336958878	2.15099999108878e-06	13	306	ribonucleoprotein complex biogenesis	BP	1	0.000404189444479359
GO:0036211	0.999999388786599	1.0679676741228e-06	83	1307	protein modification process	BP	1	0.000217402619528932
GO:0005737	0.999999602457246	5.66860233592942e-07	389	4880	cytoplasm	CC	1	0.000117349676154308
GO:0005681	0.999999612782	2.12726482120076e-06	5	191	spliceosomal complex	CC	1	0.000404189444479359
GO:0060255	0.999999728303062	4.31469445238838e-07	147	2098	regulation of macromolecule metabolic process	BP	1	9.41065679311994e-05
GO:0043604	0.999999788308881	4.60755310135753e-07	39	948	amide biosynthetic process	BP	1	9.87309711929489e-05
GO:0019222	0.99999979157707	3.27266097216852e-07	162	2269	regulation of metabolic process	BP	1	7.40227428038265e-05
GO:0008380	0.999999874963658	4.87877038783693e-07	10	306	RNA splicing	BP	1	0.00010274017502938
GO:0005654	0.999999886487268	2.91682694455404e-07	26	516	nucleoplasm	CC	1	6.85117775015059e-05
GO:0006886	0.999999888210288	3.85671684486745e-07	13	339	intracellular protein transport	BP	1	8.56471628058381e-05
GO:0140535	0.999999910261357	2.30900694606193e-07	26	606	intracellular protein-containing complex	CC	1	5.52984526258833e-05
GO:0042254	0.999999942543899	3.07321068747014e-07	6	229	ribosome biogenesis	BP	1	7.0823010069359e-05
GO:0046907	0.999999957203534	9.54894710348977e-08	42	701	intracellular transport	BP	1	2.38022122289845e-05
GO:0010468	0.999999963261109	6.38157510662719e-08	108	1728	regulation of gene expression	BP	1	1.76169145286826e-05
GO:0043412	0.999999963437139	6.70073835819642e-08	85	1411	macromolecule modification	BP	1	1.76169145286826e-05
GO:1901360	0.999999964783533	5.54388885431755e-08	189	2750	organic cyclic compound metabolic process	BP	1	1.57472228992173e-05
GO:0043043	0.999999966132531	8.06404518751546e-08	34	906	peptide biosynthetic process	BP	1	2.05196349833987e-05
GO:0051649	0.999999967688432	6.75138154626445e-08	53	843	establishment of localization in cell	BP	1	1.76169145286826e-05
GO:0034470	0.999999971987268	1.52667592388775e-07	6	292	ncRNA processing	BP	1	3.729363946873e-05
GO:0034660	0.999999982115025	6.77906486694024e-08	12	396	ncRNA metabolic process	BP	1	1.76169145286826e-05
GO:0006725	0.999999990999721	1.45435227576368e-08	183	2683	cellular aromatic compound metabolic process	BP	1	4.33255090150674e-06
GO:0046483	0.999999996281994	6.15828264403611e-09	175	2627	heterocycle metabolic process	BP	1	1.97940168984887e-06
GO:0003729	0.99999999629022	1.81315993867017e-08	8	604	mRNA binding	MF	1	5.27284178355176e-06
GO:0006412	0.999999996594763	9.25903676819840e-09	28	854	translation	BP	1	2.89974038684039e-06
GO:0044260	0.999999996859551	5.61615851007796e-09	118	1982	cellular macromolecule metabolic process	BP	1	1.85393946059709e-06
GO:0009059	0.999999997243672	4.81033849710316e-09	135	2337	macromolecule biosynthetic process	BP	1	1.63204095565606e-06
GO:0019538	0.999999997271677	4.56685356865804e-09	174	2935	protein metabolic process	BP	1	1.59370141393112e-06
GO:0071704	0.999999997569319	3.74074257308194e-09	427	6081	organic substance metabolic process	BP	1	1.34380675845949e-06
GO:0006397	0.999999997605499	1.0735054103484e-08	10	346	mRNA processing	BP	1	3.27794877049885e-06
GO:0044271	0.999999998057337	3.43526103388345e-09	137	2380	cellular nitrogen compound biosynthetic process	BP	1	1.27146297781371e-06
